year,state,race3,female,item,n_grp,s_grp
2006,AK,white,female,helpsick_binary,0,0
2006,AK,white,female,hlthcare_binary,0,0
2006,AK,white,female,jobsall_binary,0,0
2006,AK,white,female,marhomo_binary,0,0
2006,AK,white,female,racmar_binary,0,0
2006,AK,white,male,abany_binary,0,0
2006,AK,white,male,abrape_binary,0,0
2006,AK,white,male,affrmact_binary,0,0
2006,AK,white,male,busing_binary,0,0
2006,AK,white,male,cappun2_binary,0,0
2006,AK,white,male,cappun_binary,0,0
2006,AK,white,male,eqwlth_binary,0,0
2006,AK,white,male,gunlaw_binary,0,0
2006,AK,white,male,helppoor_binary,0,0
2006,AK,white,male,helpsick_binary,0,0
2006,AK,white,male,hlthcare_binary,0,0
2006,AK,white,male,jobsall_binary,0,0
2006,AK,white,male,marhomo_binary,0,0
2006,AK,white,male,racmar_binary,0,0
2006,AL,black,female,abany_binary,0,0
2006,AL,black,female,abrape_binary,1,0
2006,AL,black,female,affrmact_binary,0,0
2006,AL,black,female,busing_binary,0,0
2006,AL,black,female,cappun2_binary,0,0
2006,AL,black,female,cappun_binary,2,2
2006,AL,black,female,eqwlth_binary,0,0
2006,AL,black,female,gunlaw_binary,1,1
2006,AL,black,female,helppoor_binary,1,1
2006,AL,black,female,helpsick_binary,2,1
2006,AL,black,female,hlthcare_binary,2,2
2006,AL,black,female,jobsall_binary,3,2
2006,AL,black,female,marhomo_binary,0,0
2006,AL,black,female,racmar_binary,0,0
2006,AL,black,male,abany_binary,0,0
2006,AL,black,male,abrape_binary,0,0
2006,AL,black,male,affrmact_binary,0,0
2006,AL,black,male,busing_binary,0,0
2006,AL,black,male,cappun2_binary,0,0
2006,AL,black,male,cappun_binary,0,0
2006,AL,black,male,eqwlth_binary,0,0
2006,AL,black,male,gunlaw_binary,0,0
2006,AL,black,male,helppoor_binary,1,0
2006,AL,black,male,helpsick_binary,0,0
2006,AL,black,male,hlthcare_binary,2,2
2006,AL,black,male,jobsall_binary,1,1
2006,AL,black,male,marhomo_binary,0,0
2006,AL,black,male,racmar_binary,0,0
2006,AL,other,female,abany_binary,0,0
2006,AL,other,female,abrape_binary,0,0
2006,AL,other,female,affrmact_binary,0,0
2006,AL,other,female,busing_binary,0,0
2006,AL,other,female,cappun2_binary,0,0
2006,AL,other,female,cappun_binary,0,0
2006,AL,other,female,eqwlth_binary,0,0
2006,AL,other,female,gunlaw_binary,0,0
2006,AL,other,female,helppoor_binary,0,0
2006,AL,other,female,helpsick_binary,0,0
2006,AL,other,female,hlthcare_binary,0,0
2006,AL,other,female,jobsall_binary,0,0
2006,AL,other,female,marhomo_binary,0,0
2006,AL,other,female,racmar_binary,0,0
2006,AL,other,male,abany_binary,0,0
2006,AL,other,male,abrape_binary,0,0
2006,AL,other,male,affrmact_binary,1,1
2006,AL,other,male,busing_binary,0,0
2006,AL,other,male,cappun2_binary,0,0
2006,AL,other,male,cappun_binary,0,0
2006,AL,other,male,eqwlth_binary,0,0
2006,AL,other,male,gunlaw_binary,0,0
2006,AL,other,male,helppoor_binary,0,0
2006,AL,other,male,helpsick_binary,0,0
2006,AL,other,male,hlthcare_binary,0,0
2006,AL,other,male,jobsall_binary,1,1
2006,AL,other,male,marhomo_binary,0,0
2006,AL,other,male,racmar_binary,0,0
2006,AL,white,female,abany_binary,1,1
2006,AL,white,female,abrape_binary,4,2
2006,AL,white,female,affrmact_binary,1,1
2006,AL,white,female,busing_binary,0,0
2006,AL,white,female,cappun2_binary,0,0
2006,AL,white,female,cappun_binary,4,3
2006,AL,white,female,eqwlth_binary,0,0
2006,AL,white,female,gunlaw_binary,0,0
2006,AL,white,female,helppoor_binary,0,0
2006,AL,white,female,helpsick_binary,4,2
2006,AL,white,female,hlthcare_binary,3,2
2006,AL,white,female,jobsall_binary,4,2
2006,AL,white,female,marhomo_binary,2,1
2006,AL,white,female,racmar_binary,0,0
2006,AL,white,male,abany_binary,0,0
2006,AL,white,male,abrape_binary,2,2
2006,AL,white,male,affrmact_binary,0,0
2006,AL,white,male,busing_binary,0,0
2006,AL,white,male,cappun2_binary,0,0
2006,AL,white,male,cappun_binary,1,0
2006,AL,white,male,eqwlth_binary,1,1
2006,AL,white,male,gunlaw_binary,2,1
2006,AL,white,male,helppoor_binary,1,0
2006,AL,white,male,helpsick_binary,0,0
2006,AL,white,male,hlthcare_binary,1,0
2006,AL,white,male,jobsall_binary,3,2
2006,AL,white,male,marhomo_binary,1,1
2006,AL,white,male,racmar_binary,0,0
2006,AR,black,female,abany_binary,2,0
2006,AR,black,female,abrape_binary,1,1
2006,AR,black,female,affrmact_binary,1,0
2006,AR,black,female,busing_binary,0,0
2006,AR,black,female,cappun2_binary,0,0
2006,AR,black,female,cappun_binary,1,1
2006,AR,black,female,eqwlth_binary,0,0
2006,AR,black,female,gunlaw_binary,1,1
2006,AR,black,female,helppoor_binary,0,0
2006,AR,black,female,helpsick_binary,4,4
2006,AR,black,female,hlthcare_binary,2,2
2006,AR,black,female,jobsall_binary,2,1
2006,AR,black,female,marhomo_binary,2,0
2006,AR,black,female,racmar_binary,0,0
2006,AR,black,male,abany_binary,0,0
2006,AR,black,male,abrape_binary,1,1
2006,AR,black,male,affrmact_binary,0,0
2006,AR,black,male,busing_binary,0,0
2006,AR,black,male,cappun2_binary,0,0
2006,AR,black,male,cappun_binary,2,1
2006,AR,black,male,eqwlth_binary,2,0
2006,AR,black,male,gunlaw_binary,1,1
2006,AR,black,male,helppoor_binary,2,1
2006,AR,black,male,helpsick_binary,1,1
2006,AR,black,male,hlthcare_binary,4,4
2006,AR,black,male,jobsall_binary,2,1
2006,AR,black,male,marhomo_binary,1,1
2006,AR,black,male,racmar_binary,0,0
2006,AR,other,female,abany_binary,0,0
2006,AR,other,female,abrape_binary,0,0
2006,AR,other,female,affrmact_binary,0,0
2006,AR,other,female,busing_binary,0,0
2006,AR,other,female,cappun2_binary,0,0
2006,AR,other,female,cappun_binary,0,0
2006,AR,other,female,eqwlth_binary,0,0
2006,AR,other,female,gunlaw_binary,0,0
2006,AR,other,female,helppoor_binary,0,0
2006,AR,other,female,helpsick_binary,0,0
2006,AR,other,female,hlthcare_binary,0,0
2006,AR,other,female,jobsall_binary,0,0
2006,AR,other,female,marhomo_binary,0,0
2006,AR,other,female,racmar_binary,0,0
2006,AR,other,male,abany_binary,0,0
2006,AR,other,male,abrape_binary,1,0
2006,AR,other,male,affrmact_binary,0,0
2006,AR,other,male,busing_binary,0,0
2006,AR,other,male,cappun2_binary,0,0
2006,AR,other,male,cappun_binary,0,0
2006,AR,other,male,eqwlth_binary,0,0
2006,AR,other,male,gunlaw_binary,0,0
2006,AR,other,male,helppoor_binary,0,0
2006,AR,other,male,helpsick_binary,0,0
2006,AR,other,male,hlthcare_binary,0,0
2006,AR,other,male,jobsall_binary,0,0
2006,AR,other,male,marhomo_binary,0,0
2006,AR,other,male,racmar_binary,0,0
2006,AR,white,female,abany_binary,0,0
2006,AR,white,female,abrape_binary,0,0
2006,AR,white,female,affrmact_binary,2,0
2006,AR,white,female,busing_binary,0,0
2006,AR,white,female,cappun2_binary,0,0
2006,AR,white,female,cappun_binary,2,0
2006,AR,white,female,eqwlth_binary,0,0
2006,AR,white,female,gunlaw_binary,1,1
2006,AR,white,female,helppoor_binary,2,0
2006,AR,white,female,helpsick_binary,1,0
2006,AR,white,female,hlthcare_binary,1,0
2006,AR,white,female,jobsall_binary,0,0
2006,AR,white,female,marhomo_binary,1,0
2006,AR,white,female,racmar_binary,0,0
2006,AR,white,male,abany_binary,0,0
2006,AR,white,male,abrape_binary,0,0
2006,AR,white,male,affrmact_binary,0,0
2006,AR,white,male,busing_binary,0,0
2006,AR,white,male,cappun2_binary,0,0
2006,AR,white,male,cappun_binary,1,1
2006,AR,white,male,eqwlth_binary,0,0
2006,AR,white,male,gunlaw_binary,0,0
2006,AR,white,male,helppoor_binary,0,0
2006,AR,white,male,helpsick_binary,2,0
2006,AR,white,male,hlthcare_binary,2,2
2006,AR,white,male,jobsall_binary,2,0
2006,AR,white,male,marhomo_binary,1,0
2006,AR,white,male,racmar_binary,0,0
2006,AZ,black,female,abany_binary,0,0
2006,AZ,black,female,abrape_binary,0,0
2006,AZ,black,female,affrmact_binary,0,0
2006,AZ,black,female,busing_binary,0,0
2006,AZ,black,female,cappun2_binary,0,0
2006,AZ,black,female,cappun_binary,0,0
2006,AZ,black,female,eqwlth_binary,0,0
2006,AZ,black,female,gunlaw_binary,0,0
2006,AZ,black,female,helppoor_binary,0,0
2006,AZ,black,female,helpsick_binary,1,1
2006,AZ,black,female,hlthcare_binary,0,0
2006,AZ,black,female,jobsall_binary,0,0
2006,AZ,black,female,marhomo_binary,0,0
2006,AZ,black,female,racmar_binary,0,0
2006,AZ,black,male,abany_binary,0,0
2006,AZ,black,male,abrape_binary,0,0
2006,AZ,black,male,affrmact_binary,0,0
2006,AZ,black,male,busing_binary,0,0
2006,AZ,black,male,cappun2_binary,0,0
2006,AZ,black,male,cappun_binary,0,0
2006,AZ,black,male,eqwlth_binary,0,0
2006,AZ,black,male,gunlaw_binary,0,0
2006,AZ,black,male,helppoor_binary,0,0
2006,AZ,black,male,helpsick_binary,0,0
2006,AZ,black,male,hlthcare_binary,1,1
2006,AZ,black,male,jobsall_binary,0,0
2006,AZ,black,male,marhomo_binary,0,0
2006,AZ,black,male,racmar_binary,0,0
2006,AZ,other,female,abany_binary,1,0
2006,AZ,other,female,abrape_binary,0,0
2006,AZ,other,female,affrmact_binary,0,0
2006,AZ,other,female,busing_binary,0,0
2006,AZ,other,female,cappun2_binary,0,0
2006,AZ,other,female,cappun_binary,0,0
2006,AZ,other,female,eqwlth_binary,0,0
2006,AZ,other,female,gunlaw_binary,0,0
2006,AZ,other,female,helppoor_binary,0,0
2006,AZ,other,female,helpsick_binary,1,1
2006,AZ,other,female,hlthcare_binary,2,2
2006,AZ,other,female,jobsall_binary,1,1
2006,AZ,other,female,marhomo_binary,0,0
2006,AZ,other,female,racmar_binary,0,0
2006,AZ,other,male,abany_binary,0,0
2006,AZ,other,male,abrape_binary,0,0
2006,AZ,other,male,affrmact_binary,0,0
2006,AZ,other,male,busing_binary,0,0
2006,AZ,other,male,cappun2_binary,0,0
2006,AZ,other,male,cappun_binary,1,0
2006,AZ,other,male,eqwlth_binary,1,1
2006,AZ,other,male,gunlaw_binary,0,0
2006,AZ,other,male,helppoor_binary,0,0
2006,AZ,other,male,helpsick_binary,0,0
2006,AZ,other,male,hlthcare_binary,0,0
2006,AZ,other,male,jobsall_binary,0,0
2006,AZ,other,male,marhomo_binary,0,0
2006,AZ,other,male,racmar_binary,0,0
2006,AZ,white,female,abany_binary,1,1
2006,AZ,white,female,abrape_binary,3,1
2006,AZ,white,female,affrmact_binary,1,0
2006,AZ,white,female,busing_binary,0,0
2006,AZ,white,female,cappun2_binary,0,0
2006,AZ,white,female,cappun_binary,1,1
2006,AZ,white,female,eqwlth_binary,1,0
2006,AZ,white,female,gunlaw_binary,1,1
2006,AZ,white,female,helppoor_binary,2,0
2006,AZ,white,female,helpsick_binary,5,3
2006,AZ,white,female,hlthcare_binary,6,5
2006,AZ,white,female,jobsall_binary,2,0
2006,AZ,white,female,marhomo_binary,3,3
2006,AZ,white,female,racmar_binary,0,0
2006,AZ,white,male,abany_binary,0,0
2006,AZ,white,male,abrape_binary,2,1
2006,AZ,white,male,affrmact_binary,1,0
2006,AZ,white,male,busing_binary,0,0
2006,AZ,white,male,cappun2_binary,0,0
2006,AZ,white,male,cappun_binary,0,0
2006,AZ,white,male,eqwlth_binary,1,1
2006,AZ,white,male,gunlaw_binary,1,1
2006,AZ,white,male,helppoor_binary,1,1
2006,AZ,white,male,helpsick_binary,1,1
2006,AZ,white,male,hlthcare_binary,4,3
2006,AZ,white,male,jobsall_binary,1,0
2006,AZ,white,male,marhomo_binary,0,0
2006,AZ,white,male,racmar_binary,0,0
2006,CA,black,female,abany_binary,1,1
2006,CA,black,female,abrape_binary,0,0
2006,CA,black,female,affrmact_binary,2,0
2006,CA,black,female,busing_binary,0,0
2006,CA,black,female,cappun2_binary,0,0
2006,CA,black,female,cappun_binary,0,0
2006,CA,black,female,eqwlth_binary,0,0
2006,CA,black,female,gunlaw_binary,1,0
2006,CA,black,female,helppoor_binary,0,0
2006,CA,black,female,helpsick_binary,0,0
2006,CA,black,female,hlthcare_binary,3,3
2006,CA,black,female,jobsall_binary,1,1
2006,CA,black,female,marhomo_binary,3,1
2006,CA,black,female,racmar_binary,0,0
2006,CA,black,male,abany_binary,0,0
2006,CA,black,male,abrape_binary,1,1
2006,CA,black,male,affrmact_binary,0,0
2006,CA,black,male,busing_binary,0,0
2006,CA,black,male,cappun2_binary,0,0
2006,CA,black,male,cappun_binary,2,2
2006,CA,black,male,eqwlth_binary,0,0
2006,CA,black,male,gunlaw_binary,0,0
2006,CA,black,male,helppoor_binary,1,1
2006,CA,black,male,helpsick_binary,2,1
2006,CA,black,male,hlthcare_binary,1,1
2006,CA,black,male,jobsall_binary,3,2
2006,CA,black,male,marhomo_binary,1,1
2006,CA,black,male,racmar_binary,0,0
2006,CA,other,female,abany_binary,0,0
2006,CA,other,female,abrape_binary,6,4
2006,CA,other,female,affrmact_binary,4,0
2006,CA,other,female,busing_binary,0,0
2006,CA,other,female,cappun2_binary,0,0
2006,CA,other,female,cappun_binary,5,3
2006,CA,other,female,eqwlth_binary,1,1
2006,CA,other,female,gunlaw_binary,5,4
2006,CA,other,female,helppoor_binary,7,3
2006,CA,other,female,helpsick_binary,5,4
2006,CA,other,female,hlthcare_binary,4,4
2006,CA,other,female,jobsall_binary,10,7
2006,CA,other,female,marhomo_binary,4,2
2006,CA,other,female,racmar_binary,0,0
2006,CA,other,male,abany_binary,8,4
2006,CA,other,male,abrape_binary,3,2
2006,CA,other,male,affrmact_binary,9,0
2006,CA,other,male,busing_binary,0,0
2006,CA,other,male,cappun2_binary,0,0
2006,CA,other,male,cappun_binary,8,3
2006,CA,other,male,eqwlth_binary,2,1
2006,CA,other,male,gunlaw_binary,8,6
2006,CA,other,male,helppoor_binary,4,3
2006,CA,other,male,helpsick_binary,4,3
2006,CA,other,male,hlthcare_binary,7,7
2006,CA,other,male,jobsall_binary,13,7
2006,CA,other,male,marhomo_binary,2,0
2006,CA,other,male,racmar_binary,0,0
2006,CA,white,female,abany_binary,10,7
2006,CA,white,female,abrape_binary,3,3
2006,CA,white,female,affrmact_binary,5,1
2006,CA,white,female,busing_binary,0,0
2006,CA,white,female,cappun2_binary,0,0
2006,CA,white,female,cappun_binary,5,1
2006,CA,white,female,eqwlth_binary,6,2
2006,CA,white,female,gunlaw_binary,13,9
2006,CA,white,female,helppoor_binary,13,4
2006,CA,white,female,helpsick_binary,4,2
2006,CA,white,female,hlthcare_binary,20,19
2006,CA,white,female,jobsall_binary,28,9
2006,CA,white,female,marhomo_binary,7,4
2006,CA,white,female,racmar_binary,0,0
2006,CA,white,male,abany_binary,10,6
2006,CA,white,male,abrape_binary,5,5
2006,CA,white,male,affrmact_binary,6,0
2006,CA,white,male,busing_binary,0,0
2006,CA,white,male,cappun2_binary,0,0
2006,CA,white,male,cappun_binary,13,6
2006,CA,white,male,eqwlth_binary,6,1
2006,CA,white,male,gunlaw_binary,2,2
2006,CA,white,male,helppoor_binary,12,6
2006,CA,white,male,helpsick_binary,7,2
2006,CA,white,male,hlthcare_binary,16,13
2006,CA,white,male,jobsall_binary,21,2
2006,CA,white,male,marhomo_binary,7,3
2006,CA,white,male,racmar_binary,0,0
2006,CO,black,female,abany_binary,0,0
2006,CO,black,female,abrape_binary,0,0
2006,CO,black,female,affrmact_binary,0,0
2006,CO,black,female,busing_binary,0,0
2006,CO,black,female,cappun2_binary,0,0
2006,CO,black,female,cappun_binary,0,0
2006,CO,black,female,eqwlth_binary,0,0
2006,CO,black,female,gunlaw_binary,0,0
2006,CO,black,female,helppoor_binary,0,0
2006,CO,black,female,helpsick_binary,0,0
2006,CO,black,female,hlthcare_binary,1,1
2006,CO,black,female,jobsall_binary,0,0
2006,CO,black,female,marhomo_binary,0,0
2006,CO,black,female,racmar_binary,0,0
2006,CO,black,male,abany_binary,0,0
2006,CO,black,male,abrape_binary,0,0
2006,CO,black,male,affrmact_binary,0,0
2006,CO,black,male,busing_binary,0,0
2006,CO,black,male,cappun2_binary,0,0
2006,CO,black,male,cappun_binary,0,0
2006,CO,black,male,eqwlth_binary,0,0
2006,CO,black,male,gunlaw_binary,0,0
2006,CO,black,male,helppoor_binary,0,0
2006,CO,black,male,helpsick_binary,0,0
2006,CO,black,male,hlthcare_binary,0,0
2006,CO,black,male,jobsall_binary,0,0
2006,CO,black,male,marhomo_binary,0,0
2006,CO,black,male,racmar_binary,0,0
2006,CO,other,female,abany_binary,0,0
2006,CO,other,female,abrape_binary,0,0
2006,CO,other,female,affrmact_binary,1,1
2006,CO,other,female,busing_binary,0,0
2006,CO,other,female,cappun2_binary,0,0
2006,CO,other,female,cappun_binary,1,1
2006,CO,other,female,eqwlth_binary,1,1
2006,CO,other,female,gunlaw_binary,0,0
2006,CO,other,female,helppoor_binary,0,0
2006,CO,other,female,helpsick_binary,0,0
2006,CO,other,female,hlthcare_binary,0,0
2006,CO,other,female,jobsall_binary,1,1
2006,CO,other,female,marhomo_binary,0,0
2006,CO,other,female,racmar_binary,0,0
2006,CO,other,male,abany_binary,1,1
2006,CO,other,male,abrape_binary,1,1
2006,CO,other,male,affrmact_binary,0,0
2006,CO,other,male,busing_binary,0,0
2006,CO,other,male,cappun2_binary,0,0
2006,CO,other,male,cappun_binary,0,0
2006,CO,other,male,eqwlth_binary,0,0
2006,CO,other,male,gunlaw_binary,0,0
2006,CO,other,male,helppoor_binary,0,0
2006,CO,other,male,helpsick_binary,0,0
2006,CO,other,male,hlthcare_binary,1,1
2006,CO,other,male,jobsall_binary,0,0
2006,CO,other,male,marhomo_binary,0,0
2006,CO,other,male,racmar_binary,0,0
2006,CO,white,female,abany_binary,0,0
2006,CO,white,female,abrape_binary,0,0
2006,CO,white,female,affrmact_binary,2,0
2006,CO,white,female,busing_binary,0,0
2006,CO,white,female,cappun2_binary,0,0
2006,CO,white,female,cappun_binary,1,0
2006,CO,white,female,eqwlth_binary,2,2
2006,CO,white,female,gunlaw_binary,1,1
2006,CO,white,female,helppoor_binary,0,0
2006,CO,white,female,helpsick_binary,1,1
2006,CO,white,female,hlthcare_binary,2,2
2006,CO,white,female,jobsall_binary,3,1
2006,CO,white,female,marhomo_binary,3,3
2006,CO,white,female,racmar_binary,0,0
2006,CO,white,male,abany_binary,1,0
2006,CO,white,male,abrape_binary,0,0
2006,CO,white,male,affrmact_binary,1,0
2006,CO,white,male,busing_binary,0,0
2006,CO,white,male,cappun2_binary,0,0
2006,CO,white,male,cappun_binary,1,0
2006,CO,white,male,eqwlth_binary,0,0
2006,CO,white,male,gunlaw_binary,0,0
2006,CO,white,male,helppoor_binary,1,0
2006,CO,white,male,helpsick_binary,2,1
2006,CO,white,male,hlthcare_binary,2,2
2006,CO,white,male,jobsall_binary,4,0
2006,CO,white,male,marhomo_binary,0,0
2006,CO,white,male,racmar_binary,0,0
2006,CT,black,female,abany_binary,0,0
2006,CT,black,female,abrape_binary,0,0
2006,CT,black,female,affrmact_binary,0,0
2006,CT,black,female,busing_binary,0,0
2006,CT,black,female,cappun2_binary,0,0
2006,CT,black,female,cappun_binary,0,0
2006,CT,black,female,eqwlth_binary,0,0
2006,CT,black,female,gunlaw_binary,0,0
2006,CT,black,female,helppoor_binary,0,0
2006,CT,black,female,helpsick_binary,0,0
2006,CT,black,female,hlthcare_binary,0,0
2006,CT,black,female,jobsall_binary,0,0
2006,CT,black,female,marhomo_binary,0,0
2006,CT,black,female,racmar_binary,0,0
2006,CT,black,male,abany_binary,0,0
2006,CT,black,male,abrape_binary,0,0
2006,CT,black,male,affrmact_binary,0,0
2006,CT,black,male,busing_binary,0,0
2006,CT,black,male,cappun2_binary,0,0
2006,CT,black,male,cappun_binary,0,0
2006,CT,black,male,eqwlth_binary,0,0
2006,CT,black,male,gunlaw_binary,0,0
2006,CT,black,male,helppoor_binary,0,0
2006,CT,black,male,helpsick_binary,0,0
2006,CT,black,male,hlthcare_binary,0,0
2006,CT,black,male,jobsall_binary,0,0
2006,CT,black,male,marhomo_binary,0,0
2006,CT,black,male,racmar_binary,0,0
2006,CT,other,female,abany_binary,0,0
2006,CT,other,female,abrape_binary,0,0
2006,CT,other,female,affrmact_binary,0,0
2006,CT,other,female,busing_binary,0,0
2006,CT,other,female,cappun2_binary,0,0
2006,CT,other,female,cappun_binary,0,0
2006,CT,other,female,eqwlth_binary,0,0
2006,CT,other,female,gunlaw_binary,1,1
2006,CT,other,female,helppoor_binary,0,0
2006,CT,other,female,helpsick_binary,0,0
2006,CT,other,female,hlthcare_binary,0,0
2006,CT,other,female,jobsall_binary,0,0
2006,CT,other,female,marhomo_binary,0,0
2006,CT,other,female,racmar_binary,0,0
2006,CT,other,male,abany_binary,0,0
2006,CT,other,male,abrape_binary,0,0
2006,CT,other,male,affrmact_binary,0,0
2006,CT,other,male,busing_binary,0,0
2006,CT,other,male,cappun2_binary,0,0
2006,CT,other,male,cappun_binary,0,0
2006,CT,other,male,eqwlth_binary,0,0
2006,CT,other,male,gunlaw_binary,0,0
2006,CT,other,male,helppoor_binary,0,0
2006,CT,other,male,helpsick_binary,0,0
2006,CT,other,male,hlthcare_binary,0,0
2006,CT,other,male,jobsall_binary,0,0
2006,CT,other,male,marhomo_binary,0,0
2006,CT,other,male,racmar_binary,0,0
2006,CT,white,female,abany_binary,2,0
2006,CT,white,female,abrape_binary,0,0
2006,CT,white,female,affrmact_binary,0,0
2006,CT,white,female,busing_binary,0,0
2006,CT,white,female,cappun2_binary,0,0
2006,CT,white,female,cappun_binary,1,0
2006,CT,white,female,eqwlth_binary,0,0
2006,CT,white,female,gunlaw_binary,0,0
2006,CT,white,female,helppoor_binary,0,0
2006,CT,white,female,helpsick_binary,0,0
2006,CT,white,female,hlthcare_binary,0,0
2006,CT,white,female,jobsall_binary,0,0
2006,CT,white,female,marhomo_binary,1,1
2006,CT,white,female,racmar_binary,0,0
2006,CT,white,male,abany_binary,0,0
2006,CT,white,male,abrape_binary,1,1
2006,CT,white,male,affrmact_binary,0,0
2006,CT,white,male,busing_binary,0,0
2006,CT,white,male,cappun2_binary,0,0
2006,CT,white,male,cappun_binary,0,0
2006,CT,white,male,eqwlth_binary,0,0
2006,CT,white,male,gunlaw_binary,0,0
2006,CT,white,male,helppoor_binary,0,0
2006,CT,white,male,helpsick_binary,0,0
2006,CT,white,male,hlthcare_binary,0,0
2006,CT,white,male,jobsall_binary,0,0
2006,CT,white,male,marhomo_binary,0,0
2006,CT,white,male,racmar_binary,0,0
2006,DC,black,female,abany_binary,0,0
2006,DC,black,female,abrape_binary,0,0
2006,DC,black,female,affrmact_binary,0,0
2006,DC,black,female,busing_binary,0,0
2006,DC,black,female,cappun2_binary,0,0
2006,DC,black,female,cappun_binary,1,0
2006,DC,black,female,eqwlth_binary,0,0
2006,DC,black,female,gunlaw_binary,1,1
2006,DC,black,female,helppoor_binary,1,1
2006,DC,black,female,helpsick_binary,0,0
2006,DC,black,female,hlthcare_binary,3,3
2006,DC,black,female,jobsall_binary,1,1
2006,DC,black,female,marhomo_binary,0,0
2006,DC,black,female,racmar_binary,0,0
2006,DC,black,male,abany_binary,0,0
2006,DC,black,male,abrape_binary,1,1
2006,DC,black,male,affrmact_binary,0,0
2006,DC,black,male,busing_binary,0,0
2006,DC,black,male,cappun2_binary,0,0
2006,DC,black,male,cappun_binary,1,1
2006,DC,black,male,eqwlth_binary,0,0
2006,DC,black,male,gunlaw_binary,0,0
2006,DC,black,male,helppoor_binary,0,0
2006,DC,black,male,helpsick_binary,0,0
2006,DC,black,male,hlthcare_binary,2,2
2006,DC,black,male,jobsall_binary,0,0
2006,DC,black,male,marhomo_binary,0,0
2006,DC,black,male,racmar_binary,0,0
2006,DC,other,female,abany_binary,0,0
2006,DC,other,female,abrape_binary,0,0
2006,DC,other,female,affrmact_binary,0,0
2006,DC,other,female,busing_binary,0,0
2006,DC,other,female,cappun2_binary,0,0
2006,DC,other,female,cappun_binary,0,0
2006,DC,other,female,eqwlth_binary,0,0
2006,DC,other,female,gunlaw_binary,0,0
2006,DC,other,female,helppoor_binary,0,0
2006,DC,other,female,helpsick_binary,0,0
2006,DC,other,female,hlthcare_binary,0,0
2006,DC,other,female,jobsall_binary,0,0
2006,DC,other,female,marhomo_binary,0,0
2006,DC,other,female,racmar_binary,0,0
2006,DC,other,male,abany_binary,1,0
2006,DC,other,male,abrape_binary,0,0
2006,DC,other,male,affrmact_binary,0,0
2006,DC,other,male,busing_binary,0,0
2006,DC,other,male,cappun2_binary,0,0
2006,DC,other,male,cappun_binary,0,0
2006,DC,other,male,eqwlth_binary,0,0
2006,DC,other,male,gunlaw_binary,0,0
2006,DC,other,male,helppoor_binary,0,0
